form_slp1	form_iast	root_slp1	root_iast	support	sources
caRqaH	caṇḍaḥ	caqi	caḍi	1	krm-body
caRqanaH	caṇḍanaḥ	caqi	caḍi	1	krm-body
caStve	caśtve	kliSa	kliśa	1	krm-body
caYCamA	cañchamā	Camu	chamu	1	krm-body
caYCamaH	cañchamaḥ	Camu	chamu	2	krm-body
caYCamam	cañchamam	Camu	chamu	1	krm-body
caYCamanIyam	cañchamanīyam	Camu	chamu	1	krm-body
caYCamanam	cañchamanam	Camu	chamu	1	krm-body
caYCamitavyam	cañchamitavyam	Camu	chamu	1	krm-body
caYCamitum	cañchamitum	Camu	chamu	1	krm-body
caYCamitvA	cañchamitvā	Camu	chamu	2	krm-body
caYCamizyamARaH	cañchamiṣyamāṇaḥ	Camu	chamu	1	krm-body
caYCamyam	cañchamyam	Camu	chamu	1	krm-body
caYCamyamAnaH	cañchamyamānaḥ	Camu	chamu	2	krm-body
caYcUryam	cañcūryam	cara	cara	1	krm-body
caYcUryamARaH	cañcūryamāṇaḥ	cara	cara	2	krm-body
caYcUryamAReva	cañcūryamāṇeva	cara	cara	1	krm-body
caYcala	cañcala	cal	cal	1	pwg
caYcamA	cañcamā	camu	camu	1	krm-body
caYcamaH	cañcamaḥ	camu	camu	2	krm-body
caYcamam	cañcamam	camu	camu	1	krm-body
caYcamanIyam	cañcamanīyam	camu	camu	1	krm-body
caYcamanam	cañcamanam	camu	camu	1	krm-body
caYcamitavyam	cañcamitavyam	camu	camu	1	krm-body
caYcamitum	cañcamitum	camu	camu	1	krm-body
caYcamitvA	cañcamitvā	camu	camu	2	krm-body
caYcamizyamARaH	cañcamiṣyamāṇaḥ	camu	camu	1	krm-body
caYcamyam	cañcamyam	camu	camu	1	krm-body
caYcamyamAnaH	cañcamyamānaḥ	camu	camu	2	krm-body
caYcanA	cañcanā	cana	cana	1	krm-body
caYcanaH	cañcanaḥ	cana	cana	2	krm-body
caYcanam	cañcanam	cana	cana	1	krm-body
caYcananIyam	cañcananīyam	cana	cana	1	krm-body
caYcananam	cañcananam	cana	cana	1	krm-body
caYcanitavyam	cañcanitavyam	cana	cana	1	krm-body
caYcanitum	cañcanitum	cana	cana	1	krm-body
caYcanitvA	cañcanitvā	cana	cana	2	krm-body
caYcanizyamARaH	cañcaniṣyamāṇaḥ	cana	cana	1	krm-body
caYcanyam	cañcanyam	cana	cana	1	krm-body
caYcanyamAnaH	cañcanyamānaḥ	cana	cana	2	krm-body
caYcativat	cañcativat	tancu	tancu	1	krm-body
caYcurA	cañcurā	cara	cara	1	krm-body
caYcurI	cañcurī	car	car	1	pwg
caYcuraH	cañcuraḥ	cara	cara	1	krm-body
caYcuraRIyam	cañcuraṇīyam	cara	cara	1	krm-body
caYcuraRam	cañcuraṇam	cara	cara	1	krm-body
caYcuram	cañcuram	cara	cara	1	krm-body
caYcuritavyam	cañcuritavyam	cara	cara	1	krm-body
caYcuritum	cañcuritum	cara	cara	1	krm-body
caYcuritvA	cañcuritvā	cara	cara	2	krm-body
caYcurizyamARaH	cañcuriṣyamāṇaḥ	cara	cara	1	krm-body
cacimizitvA	cacimiṣitvā	camu	camu	1	krm-body
caha	caha	capa	capa	1	krm-body
cahaH	cahaḥ	caha	caha	2	krm-body
cahakaH	cahakaḥ	caha	caha	1	krm-body
cahako	cahako	yama	yama	1	krm-body
caham	caham	caha	caha	2	krm-body
cahanA	cahanā	caha	caha	1	krm-body
cahanIyam	cahanīyam	caha	caha	1	krm-body
cahanam	cahanam	caha	caha	1	krm-body
cahayamAnaH	cahayamānaḥ	caha	caha	1	krm-body
cahayativat	cahayativat	svara	svara	1	krm-body
cahayeccahatItyete	cahayeccahatītyete	caha	caha	2	krm-body
cahayitavyam	cahayitavyam	caha	caha	1	krm-body
cahayitum	cahayitum	caha	caha	1	krm-body
cahayitvA	cahayitvā	caha	caha	3	krm-body
cahayizyamARaH	cahayiṣyamāṇaḥ	caha	caha	1	krm-body
cahayizyan	cahayiṣyan	caha	caha	1	krm-body
caheH	caheḥ	caha	caha	2	krm-body
cahyam	cahyam	caha	caha	1	krm-body
cahyamAnaH	cahyamānaḥ	caha	caha	1	krm-body
cakASire	cakāśire	Rama	ṇama	1	krm-body
cakArAd	cakārād	Baja	bhaja	1	krm-body
cakArAdANa	cakārādāṅa	krIqf	krīḍṛ	1	krm-body
cakArAdasmAdapi	cakārādasmādapi	granTa	grantha	1	krm-body
cakAraCakArayordvitve	cakārachakārayordvitve	fcCa	ṛccha	1	krm-body
cakAramantareRa	cakāramantareṇa	gepf	gepṛ	1	krm-body
cakArarahitapAWastu	cakārarahitapāṭhastu	yama	yama	1	krm-body
cakArasyAnuktasamuccayArTakatvamASritya	cakārasyānuktasamuccayārthakatvamāśritya	ruza	ruṣa	1	krm-body
cakArasyAnuktasamuccayArTakatvena	cakārasyānuktasamuccayārthakatvena	citi	citi	1	krm-body
cakAreRa	cakāreṇa	BU	bhū	1	krm-body
cakArekArayoH	cakārekārayoḥ	Irkzya	īrkṣya	1	krm-body
cakAsA	cakāsā	cakAsf	cakāsṛ	1	krm-body
cakAsaH	cakāsaḥ	cakAsf	cakāsṛ	4	krm-body
cakAsam	cakāsam	cakAsf	cakāsṛ	2	krm-body
cakAsanA	cakāsanā	cakAsf	cakāsṛ	1	krm-body
cakAsanIyam	cakāsanīyam	cakAsf	cakāsṛ	2	krm-body
cakAsanam	cakāsanam	cakAsf	cakāsṛ	2	krm-body
cakAsat	cakāsat	cakAsf	cakāsṛ	1	krm-body
cakAsayamAnaH	cakāsayamānaḥ	cakAsf	cakāsṛ	1	krm-body
cakAsayitavyam	cakāsayitavyam	cakAsf	cakāsṛ	1	krm-body
cakAsayitum	cakāsayitum	cakAsf	cakāsṛ	1	krm-body
cakAsayitvA	cakāsayitvā	cakAsf	cakāsṛ	2	krm-body
cakAsayizyamARaH	cakāsayiṣyamāṇaḥ	cakAsf	cakāsṛ	1	krm-body
cakAsitaH	cakāsitaḥ	cakAsf	cakāsṛ	1	krm-body
cakAsitavyam	cakāsitavyam	cakAsf	cakāsṛ	1	krm-body
cakAsitum	cakāsitum	cakAsf	cakāsṛ	1	krm-body
cakAsitvA	cakāsitvā	cakAsf	cakāsṛ	2	krm-body
cakAsyam	cakāsyam	cakAsf	cakāsṛ	2	krm-body
cakAsyamAnaH	cakāsyamānaḥ	cakAsf	cakāsṛ	2	krm-body
cakam	cakam	caka	caka	1	krm-body
cakamAnaH	cakamānaḥ	caka	caka	1	krm-body
cakatIti	cakatīti	caka	caka	2	krm-body
cakate	cakate	caka	caka	1	krm-body
cakati	cakati	zwaka	ṣṭaka	1	krm-body
cakativat	cakativat	staka	staka	1	krm-body
cakayamAnaH	cakayamānaḥ	caka	caka	1	krm-body
cakayatIti	cakayatīti	caka	caka	1	krm-body
cakayitvA	cakayitvā	caka	caka	1	krm-body
cakayizyamARaH	cakayiṣyamāṇaḥ	caka	caka	1	krm-body
cakazU	cakaṣū	kaza	kaṣa	1	krm-body
cakerasya	cakerasya	caka	caka	1	krm-body
cakizyamARaH	cakiṣyamāṇaḥ	caka	caka	1	krm-body
caknasa	caknasa	knas	knas	2	pw,pwg
caknasaH	caknasaḥ	knasu	knasu	1	krm-body
cakoraH	cakoraḥ	caka	caka	2	krm-body
cakrAyuDaM	cakrāyudhaṃ	pUN	pūṅ	1	krm-body
cakrIBU	cakrībhū	BU	bhū	1	mw
cakrIkf	cakrīkṛ	kf	kṛ	1	mw
cakra	cakra	car	car	1	mw
cakraBrameRa	cakrabhrameṇa	pata	pata	1	krm-body
cakraDAraRa	cakradhāraṇa	DAri	dhāri	1	vcp
cakraDaravat	cakradharavat	gF	gṝ	1	krm-body
cakraM	cakraṃ	pUY	pūñ	1	krm-body
cakrabanDaH	cakrabandhaḥ	banDa	bandha	1	krm-body
cakrabanDaM	cakrabandhaṃ	banDa	bandha	1	krm-body
cakram	cakram	kF	kṝ	1	krm-body
cakranda	cakranda	graha	graha	1	krm-body
cakravAkaH	cakravākaḥ	vaca	vaca	1	skd
cakravAkahfdayAnyaBitApaH	cakravākahṛdayānyabhitāpaḥ	raha	raha	1	krm-body
cakrurupaDAmedaBIravaH	cakrurupadhāmedabhīravaḥ	DAY	dhāñ	1	krm-body
cakrurvizamezvapyasaMGasAH	cakrurviṣameṣvapyasaṃghasāḥ	ada	ada	1	krm-body
cakurupaDAmedaBIravaH	cakurupadhāmedabhīravaḥ	citi	citi	1	krm-body
cakzUkf	cakṣūkṛ	kf	kṛ	1	mw
cakzaRaM	cakṣaṇaṃ	cakza	cakṣa	1	skd
cakzeH	cakṣeḥ	cakziN	cakṣiṅ	1	krm-body
cakziN	cakṣiṅ	cakziN	cakṣiṅ	1	krm
cakziNaH	cakṣiṅaḥ	cakziN	cakṣiṅ	1	krm-body
cakziNo	cakṣiṅo	cakziN	cakṣiṅ	1	krm-body
cakzuH	cakṣuḥ	cakziN	cakṣiṅ	1	krm-body
cakzureva	cakṣureva	vfjI	vṛjī	1	krm-body
cakzurindriyam	cakṣurindriyam	RIN	ṇīṅ	1	krm-body
calAcala	calācala	cal	cal	1	pwg
calAcalaH	calācalaḥ	cala	cala	1	krm-body
calIkf	calīkṛ	kf	kṛ	1	mw
calIkxpA	calīkḷpā	kfpU	kṛpū	1	krm-body
calIkxpaH	calīkḷpaḥ	kfpU	kṛpū	2	krm-body
calIkxpam	calīkḷpam	kfpU	kṛpū	1	krm-body
calIkxpanIyam	calīkḷpanīyam	kfpU	kṛpū	1	krm-body
calIkxpanam	calīkḷpanam	kfpU	kṛpū	1	krm-body
calIkxpitavyam	calīkḷpitavyam	kfpU	kṛpū	1	krm-body
calIkxpitum	calīkḷpitum	kfpU	kṛpū	1	krm-body
calIkxpitvA	calīkḷpitvā	kfpU	kṛpū	2	krm-body
calIkxpizyamARaH	calīkḷpiṣyamāṇaḥ	kfpU	kṛpū	1	krm-body
calIkxpyam	calīkḷpyam	kfpU	kṛpū	1	krm-body
calIkxpyamAnaH	calīkḷpyamānaḥ	kfpU	kṛpū	2	krm-body
cala	cala	cal	cal	1	pwg,vcp
calaDAtuvat	caladhātuvat	jala	jala	1	krm-body
calaH	calaḥ	cala	cala	2	krm-body
calam	calam	cala	cala	1	krm-body
calanArTakakaqqayativat	calanārthakakaḍḍayativat	sPiwwa	sphiṭṭa	1	krm-body
calanArTatvAt	calanārthatvāt	nftI	nṛtī	1	krm-body
calanIyam	calanīyam	cala	cala	1	krm-body
calanaH	calanaḥ	cala	cala	2	krm-body,skd
calanaM	calanaṃ	cala	cala	1	skd
calanaSabdArTAd	calanaśabdārthād	Bramu	bhramu	1	krm-body
calanam	calanam	cala	cala	1	krm-body
calanayoH	calanayoḥ	vyaTa	vyatha	1	krm-body
calatA	calatā	cala	cala	1	pwg
calatAM	calatāṃ	gurI	gurī	1	krm-body
calatpUrRimA	calatpūrṇimā	cal	cal	1	pwg
calatparRAgrasaMmftAH	calatparṇāgrasaṃmṛtāḥ	sru	sru	1	krm-body
calatva	calatva	cala	cala	1	pwg
calayitvA	calayitvā	cala	cala	1	krm-body
cale	cale	sPura	sphura	1	krm-body
calet	calet	cala	cala	2	krm-body
caliH	caliḥ	cala	cala	1	krm-body
calita	calita	cala	cala	1	vcp
calitaM	calitaṃ	cala	cala	1	skd
calitatvataH	calitatvataḥ	kzuBa	kṣubha	1	krm-body
calitavya	calitavya	cal	cal	1	pwg
calitavyam	calitavyam	cala	cala	1	krm-body
calitezvapi	caliteṣvapi	kzuBa	kṣubha	1	krm-body
calitiH	calitiḥ	cala	cala	1	krm-body
calitut	calitut	cala	cala	1	krm-body
calitvA	calitvā	cala	cala	2	krm-body
calyamAnaH	calyamānaḥ	cala	cala	1	krm-body
camIkf	camīkṛ	kf	kṛ	1	mw
camUH	camūḥ	camu	camu	3	krm-body
camUcarAH	camūcarāḥ	vaha	vaha	1	krm-body
cama	cama	camu	camu	2	krm-body
camaH	camaḥ	camu	camu	1	krm-body
camanIyam	camanīyam	camu	camu	1	krm-body
camasa	camasa	cam	cam	2	mw,pwg,vcp
camasaH	camasaḥ	camu	camu	2	krm-body
camatIti	camatīti	camu	camu	1	krm-body
camati	camati	camu	camu	1	krm-body
camatkAraH	camatkāraḥ	kf	kṛ	1	skd
camatkf	camatkṛ	kf	kṛ	1	mw
camawaH	camaṭaḥ	camu	camu	2	krm-body
camitavyam	camitavyam	camu	camu	1	krm-body
camitum	camitum	camu	camu	1	krm-body
camitvA	camitvā	camu	camu	1	krm-body
camnotIti	camnotīti	camu	camu	1	krm-body
campakavanAni	campakavanāni	DuY	dhuñ	1	krm-body
camyamAnaH	camyamānaḥ	camu	camu	1	krm-body
can	can	kan	kan	1	pwg
canAdikezu	canādikeṣu	zWivu	ṣṭhivu	1	krm-body
canIkasA	canīkasā	kasa	kasa	1	krm-body
canIkasaH	canīkasaḥ	kasa	kasa	2	krm-body
canIkasam	canīkasam	kasa	kasa	1	krm-body
canIkasanIyam	canīkasanīyam	kasa	kasa	1	krm-body
canIkasanam	canīkasanam	kasa	kasa	1	krm-body
canIkasitavyam	canīkasitavyam	kasa	kasa	1	krm-body
canIkasitum	canīkasitum	kasa	kasa	1	krm-body
canIkasitvA	canīkasitvā	kasa	kasa	2	krm-body
canIkasizyamARaH	canīkasiṣyamāṇaḥ	kasa	kasa	2	krm-body
canIkasyam	canīkasyam	kasa	kasa	1	krm-body
canIkasyamAnaH	canīkasyamānaḥ	kasa	kasa	3	krm-body
cana	cana	cana	cana	2	krm-body
canaDAtuH	canadhātuḥ	cana	cana	1	krm-body
canaH	canaḥ	cana	cana	3	krm-body
canam	canam	cana	cana	1	krm-body
cananA	cananā	cana	cana	1	krm-body
cananIyam	cananīyam	cana	cana	2	krm-body
cananam	cananam	cana	cana	2	krm-body
canayA	canayā	caRa	caṇa	1	krm-body
canayamAnaH	canayamānaḥ	cana	cana	1	krm-body
canayitavyam	canayitavyam	cana	cana	1	krm-body
canayitum	canayitum	cana	cana	1	krm-body
canayitvA	canayitvā	cana	cana	2	krm-body
canayizyamARaH	canayiṣyamāṇaḥ	cana	cana	1	krm-body
candanIyA	candanīyā	strI	strī	1	vcp
candanasAraH	candanasāraḥ	sf	sṛ	1	krm-body
candanezvapyarocakI	candaneṣvapyarocakī	DAY	dhāñ	1	krm-body
candayatIti	candayatīti	cadi	cadi	1	krm-body
candiraH	candiraḥ	cadi	cadi	2	krm-body
candrAdayaH	candrādayaḥ	SranBu	śranbhu	1	krm-body
candraBAgaH	candrabhāgaḥ	Baj	bhaj	1	skd
candrajEnakASa	candrajainakāśa	valka	valka	1	krm-body
candrakASa	candrakāśa	varha	varha	1	krm-body
candrakASakftsnakAtantraherambavopadevAdayaH	candrakāśakṛtsnakātantraherambavopadevādayaḥ	varza	varṣa	1	krm-body
candram	candram	yama	yama	1	krm-body
candrasaMmataH	candrasaṃmataḥ	muci	muci	1	krm-body
candrasammatapAWatvena	candrasammatapāṭhatvena	rejf	rejṛ	1	krm-body
candrasammatatvena	candrasammatatvena	rezf	reṣṛ	1	krm-body
candrastu	candrastu	madi	madi	1	krm-body
candro	candro	aMsa	aṃsa	1	krm-body
caninA	caninā	cAyf	cāyṛ	1	krm-body
canitA	canitā	cAyf	cāyṛ	1	krm-body
canitaH	canitaḥ	cana	cana	1	krm-body
canitavyam	canitavyam	cana	cana	1	krm-body
canitum	canitum	cana	cana	1	krm-body
canitvA	canitvā	cana	cana	2	krm-body
canohita	canohita	DA	dhā	1	pwg
cantam	cantam	citi	citi	1	krm-body
canu	canu	cana	cana	1	krm-body
canuk	canuk	Rada	ṇada	1	krm-body
canukpratyaye	canukpratyaye	Rada	ṇada	1	krm-body
canyam	canyam	cana	cana	1	krm-body
canyamAnaH	canyamānaḥ	cana	cana	2	krm-body
capaH	capaḥ	capa	capa	4	krm-body
capale	capale	sPala	sphala	1	krm-body
capanA	capanā	capa	capa	1	krm-body
capanIyam	capanīyam	capa	capa	2	krm-body
capasya	capasya	capa	capa	1	krm-body
capayamAnaH	capayamānaḥ	capa	capa	1	krm-body
capayitavyam	capayitavyam	capa	capa	1	krm-body
capayitum	capayitum	capa	capa	1	krm-body
capayitvA	capayitvā	capa	capa	2	krm-body
capayizyamARaH	capayiṣyamāṇaḥ	capa	capa	1	krm-body
capiDAtuvat	capidhātuvat	jasi	jasi	1	krm-body
capitavyam	capitavyam	capa	capa	1	krm-body
capitum	capitum	capa	capa	1	krm-body
capitvA	capitvā	capa	capa	2	krm-body
captiH	captiḥ	capa	capa	1	krm-body
capyam	capyam	capa	capa	2	krm-body
capyamAnaH	capyamānaḥ	capa	capa	2	krm-body
carAcara	carācara	car	car	1	pwg
carAcaraH	carācaraḥ	cara	cara	1	krm-body
carIcCfdA	carīcchṛdā	Cfdir	chṛdir	1	krm-body
carIcCfdaH	carīcchṛdaḥ	Cfdir	chṛdir	2	krm-body
carIcCfdam	carīcchṛdam	Cfdir	chṛdir	1	krm-body
carIcCfdanIyam	carīcchṛdanīyam	Cfdir	chṛdir	1	krm-body
carIcCfdanam	carīcchṛdanam	Cfdir	chṛdir	1	krm-body
carIcCfditavyam	carīcchṛditavyam	Cfdir	chṛdir	1	krm-body
carIcCfditum	carīcchṛditum	Cfdir	chṛdir	1	krm-body
carIcCfditvA	carīcchṛditvā	Cfdir	chṛdir	2	krm-body
carIcCfdizyamARaH	carīcchṛdiṣyamāṇaḥ	Cfdir	chṛdir	1	krm-body
carIcCfdyam	carīcchṛdyam	Cfdir	chṛdir	1	krm-body
carIcCfdyamAnaH	carīcchṛdyamānaḥ	Cfdir	chṛdir	2	krm-body
carIkfSA	carīkṛśā	kfSa	kṛśa	1	krm-body
carIkfSaH	carīkṛśaḥ	kfSa	kṛśa	2	krm-body
carIkfSam	carīkṛśam	kfSa	kṛśa	1	krm-body
carIkfSanIyam	carīkṛśanīyam	kfSa	kṛśa	1	krm-body
carIkfSanam	carīkṛśanam	kfSa	kṛśa	1	krm-body
carIkfSitavyam	carīkṛśitavyam	kfSa	kṛśa	1	krm-body
carIkfSitum	carīkṛśitum	kfSa	kṛśa	1	krm-body
carIkfSitvA	carīkṛśitvā	kfSa	kṛśa	2	krm-body
carIkfSizyamARaH	carīkṛśiṣyamāṇaḥ	kfSa	kṛśa	1	krm-body
carIkfSyam	carīkṛśyam	kfSa	kṛśa	1	krm-body
carIkfSyamAnaH	carīkṛśyamānaḥ	kfSa	kṛśa	2	krm-body
carIkfqA	carīkṛḍā	kfqa	kṛḍa	1	krm-body
carIkfqaH	carīkṛḍaḥ	kfqa	kṛḍa	2	krm-body
carIkfqam	carīkṛḍam	kfqa	kṛḍa	1	krm-body
carIkfqanIyam	carīkṛḍanīyam	kfqa	kṛḍa	1	krm-body
carIkfqanam	carīkṛḍanam	kfqa	kṛḍa	1	krm-body
carIkfqitavyam	carīkṛḍitavyam	kfqa	kṛḍa	1	krm-body
carIkfqitum	carīkṛḍitum	kfqa	kṛḍa	1	krm-body
carIkfqitvA	carīkṛḍitvā	kfqa	kṛḍa	2	krm-body
carIkfqizyamARaH	carīkṛḍiṣyamāṇaḥ	kfqa	kṛḍa	1	krm-body
carIkfqyam	carīkṛḍyam	kfqa	kṛḍa	1	krm-body
carIkfqyamAnaH	carīkṛḍyamānaḥ	kfqa	kṛḍa	2	krm-body
carIkftaH	carīkṛtaḥ	kftI	kṛtī	2	krm-body
carIkftakaH	carīkṛtakaḥ	kftI	kṛtī	1	krm-body
carIkftam	carīkṛtam	kftI	kṛtī	1	krm-body
carIkftanIyam	carīkṛtanīyam	kftI	kṛtī	1	krm-body
carIkftanam	carīkṛtanam	kftI	kṛtī	1	krm-body
carIkftitavyam	carīkṛtitavyam	kftI	kṛtī	1	krm-body
carIkftitum	carīkṛtitum	kftI	kṛtī	1	krm-body
carIkftitvA	carīkṛtitvā	kftI	kṛtī	2	krm-body
carIkftizyamARaH	carīkṛtiṣyamāṇaḥ	kftI	kṛtī	1	krm-body
carIkftyam	carīkṛtyam	kftI	kṛtī	1	krm-body
carIkftyamAnaH	carīkṛtyamānaḥ	kftI	kṛtī	2	krm-body
carIkfzA	carīkṛṣā	kfza	kṛṣa	1	krm-body
carIkfzaH	carīkṛṣaḥ	kfza	kṛṣa	2	krm-body
carIkfzaRIyam	carīkṛṣaṇīyam	kfza	kṛṣa	1	krm-body
carIkfzaRam	carīkṛṣaṇam	kfza	kṛṣa	1	krm-body
carIkfzam	carīkṛṣam	kfza	kṛṣa	1	krm-body
carIkfzitavyam	carīkṛṣitavyam	kfza	kṛṣa	1	krm-body
carIkfzitum	carīkṛṣitum	kfza	kṛṣa	1	krm-body
carIkfzitvA	carīkṛṣitvā	kfza	kṛṣa	2	krm-body
carIkfzizyamARaH	carīkṛṣiṣyamāṇaḥ	kfza	kṛṣa	1	krm-body
carIkfzyam	carīkṛṣyam	kfza	kṛṣa	1	krm-body
carIkfzyamARaH	carīkṛṣyamāṇaḥ	kfza	kṛṣa	2	krm-body
cara	cara	car	car	1	pwg
caraH	caraḥ	cara	cara	3	krm-body
caraPaloSca	caraphalośca	cara	cara	1	krm-body
caraRIyam	caraṇīyam	cara	cara	1	krm-body
caraRaH	caraṇaḥ	car	car	2	ap,apte,krm-body,skd
caraRaM	caraṇaṃ	cara	cara	1	skd
caraRam	caraṇam	cara	cara	1	krm-body
caraTa	caratha	car	car	1	pwg
carakaH	carakaḥ	cara	cara	2	krm-body
carake	carake	guda	guda	1	krm-body
caramARaH	caramāṇaḥ	cara	cara	1	krm-body
caramaH	caramaḥ	cara	cara	2	krm-body
caramaRO	caramaṇau	cara	cara	1	krm-body
caramataSca	caramataśca	gala	gala	1	krm-body
caranti	caranti	cara	cara	2	krm-body
carantyasmin	carantyasmin	cara	cara	1	krm-body
caratIti	caratīti	cara	cara	2	krm-body
caratItyarTe	caratītyarthe	cara	cara	1	krm-body
carati	carati	graha	graha	3	krm-body
caraw	caraṭ	cara	cara	1	krm-body
carbitA	carbitā	kubi	kubi	1	krm-body
carcA	carcā	carca	carca	2	krm-body,vcp
carcaDAtuvat	carcadhātuvat	jarja	jarja	1	krm-body
carcaH	carcaḥ	carca	carca	4	krm-body
carcam	carcam	carca	carca	2	krm-body
carcanA	carcanā	carca	carca	1	krm-body
carcanIyam	carcanīyam	carca	carca	2	krm-body
carcanam	carcanam	carca	carca	2	krm-body
carcara	carcara	car	car	1	pwg
carcatI	carcatī	carca	carca	1	krm-body
carcatIti	carcatīti	carca	carca	2	krm-body
carcatyaDyayane	carcatyadhyayane	carca	carca	1	krm-body
carcayamAnaH	carcayamānaḥ	carca	carca	1	krm-body
carcayativat	carcayativat	valka	valka	1	krm-body
carcayet	carcayet	carca	carca	2	krm-body
carcayitavyam	carcayitavyam	carca	carca	1	krm-body
carcayitum	carcayitum	carca	carca	1	krm-body
carcayitvA	carcayitvā	carca	carca	2	krm-body
carcayizyamARaH	carcayiṣyamāṇaḥ	carca	carca	1	krm-body
carccA	carccā	carcca	carcca	1	skd
carccitaM	carccitaṃ	carcca	carcca	1	skd
carciH	carciḥ	carc	carc	2	ap,apte
carcita	carcita	carca	carca	1	vcp
carcitaH	carcitaḥ	carca	carca	1	krm-body
carcitavyam	carcitavyam	carca	carca	1	krm-body
carcituM	carcituṃ	carca	carca	1	krm-body
carcitum	carcitum	carca	carca	1	krm-body
carcitvA	carcitvā	carca	carca	2	krm-body
carcyam	carcyam	carca	carca	2	krm-body
carcyamAnaH	carcyamānaḥ	carca	carca	2	krm-body
careSca	careśca	cara	cara	1	krm-body
carerANi	carerāṅi	cara	cara	1	krm-body
careryati	careryati	cara	cara	1	krm-body
carezwaH	careṣṭaḥ	cara	cara	1	krm-body
carha	carha	vAsa	vāsa	1	krm-body
cari	cari	car	car	1	pwg
cariH	cariḥ	cara	cara	1	krm-body
caricalipativadInAm	caricalipativadīnām	patx	patḷ	1	krm-body
carita	carita	cara	cara	2	pwg,vcp
caritaM	caritaṃ	cara	cara	2	krm-body,skd
caritavya	caritavya	car	car	1	pwg
caritavyam	caritavyam	cara	cara	1	krm-body
caritos	caritos	car	car	1	pw
caritra	caritra	car	car	1	pwg
caritraM	caritraṃ	cara	cara	1	krm-body
caritram	caritram	cara	cara	1	krm-body
caritrameva	caritrameva	cara	cara	1	krm-body
caritum	caritum	cara	cara	1	krm-body
caritvA	caritvā	cara	cara	2	krm-body
carizRu	cariṣṇu	car	car	1	pwg
carizRuH	cariṣṇuḥ	cara	cara	1	krm-body
carmABAvaSca	carmābhāvaśca	vaqi	vaḍi	1	krm-body
carmABAvo	carmābhāvo	vaqi	vaḍi	1	krm-body
carmacCedaH	carmacchedaḥ	vfDu	vṛdhu	1	krm-body
carmamayaH	carmamayaḥ	vasa	vasa	1	krm-body
carmapUraM	carmapūraṃ	pUrI	pūrī	1	krm-body
carmarajjuH	carmarajjuḥ	vfY	vṛñ	1	krm-body
carmavaH	carmavaḥ	vasa	vasa	1	krm-body
carmodarayoH	carmodarayoḥ	pUrI	pūrī	2	krm-body
carpayativat	carpayativat	mArga	mārga	1	krm-body
cartavya	cartavya	car	car	1	pwg
carttvam	carttvam	kraTa	kratha	1	krm-body
carttya	carttya	cfta	cṛta	1	vcp
cartva	cartva	tfkza	tṛkṣa	1	krm-body
cartvaBazBAva	cartvabhaṣbhāva	duha	duha	1	krm-body
cartvaYca	cartvañca	gfDu	gṛdhu	1	krm-body
cartvajaStvayo	cartvajaśtvayo	tfnPa	tṛnpha	1	krm-body
cartvajaStvayoSca	cartvajaśtvayośca	tfnhU	tṛnhū	1	krm-body
cartvavi	cartvavi	jizu	jiṣu	1	krm-body
cartvazatvayoSca	cartvaṣatvayośca	Baja	bhaja	1	krm-body
caruH	caruḥ	cara	cara	2	krm-body
caruviSezaH	caruviśeṣaḥ	dASf	dāśṛ	1	krm-body
carvaRa	carvaṇa	carv	carv	1	pwg
carvaRaM	carvaṇaṃ	carv	carv	1	apte
carvaRam	carvaṇam	carv	carv	1	ap
carvvaRa	carvvaṇa	carva	carva	1	vcp
carvvaRaM	carvvaṇaṃ	carvva	carvva	1	skd
carvvitaM	carvvitaṃ	carvva	carvva	1	skd
carvvyaM	carvvyaṃ	carvva	carvva	1	skd
carvya	carvya	carv	carv	1	pwg
caryA	caryā	cara	cara	2	krm-body
caryAt	caryāt	du	du	1	krm-body
carya	carya	car	car	1	pwg
caryam	caryam	cara	cara	1	krm-body
caryamARaH	caryamāṇaḥ	cara	cara	1	krm-body
catiH	catiḥ	caya	caya	1	krm-body
caturDABU	caturdhābhū	DA	dhā	1	mw
caturDAkf	caturdhākṛ	DA	dhā	1	mw
caturTAdiM	caturthādiṃ	vugi	vugi	1	krm-body
caturTyAH	caturthyāḥ	BAza	bhāṣa	1	krm-body
caturaH	caturaḥ	pawa	paṭa	1	krm-body
caturaSrIkf	caturaśrīkṛ	kf	kṛ	1	mw
caturakzaraM	caturakṣaraṃ	zwana	ṣṭana	1	krm-body
caturddolaM	caturddolaṃ	doli	doli	1	skd
caturvedI	caturvedī	vida	vida	1	krm-body
caturvedaH	caturvedaḥ	vida	vida	1	krm-body
catustriMSa	catustriṃśa	stoma	stoma	1	pwg
catuzpAjjAtiH	catuṣpājjātiḥ	paSa	paśa	1	krm-body
catuzpaTaratA	catuṣpatharatā	ram	ram	1	pwg
catvAra	catvāra	tapa	tapa	1	krm-body
catvAraH	catvāraḥ	vuKa	vukha	1	krm-body
catvAri	catvāri	qipa	ḍipa	1	krm-body
catvAriMSa	catvāriṃśa	stoma	stoma	1	pwg
catvavikalpe	catvavikalpe	jYapa	jñapa	1	krm-body
cavargatftIyAdiM	cavargatṛtīyādiṃ	yaBa	yabha	1	krm-body
cavya	cavya	carva	carva	1	vcp
cawUn	caṭūn	KyA	khyā	1	krm-body
cawakA	caṭakā	cawe	caṭe	1	krm-body
